IP地址	端口	TLS	数据中心	地区	城市	ASN	网络延迟
52.90.126.159	80	FALSE	IAD	North America	Ashburn	14618	4 ms
54.218.49.228	80	TRUE	PDX	North America	Portland	16509	4 ms
35.83.57.148	80	FALSE	PDX	North America	Portland	16509	4 ms
67.226.222.182	80	TRUE	ORD	North America	Chicago	16509	4 ms
3.66.115.225	80	FALSE	FRA	Europe	Frankfurt	16509	4 ms
18.198.227.161	80	FALSE	FRA	Europe	Frankfurt	16509	4 ms
52.33.8.219	80	FALSE	PDX	North America	Portland	16509	5 ms
3.68.62.122	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
3.69.0.8	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
52.44.71.177	80	FALSE	IAD	North America	Ashburn	14618	5 ms
204.110.220.145	80	TRUE	SJC	North America	San Jose	16509	5 ms
35.171.10.44	80	FALSE	IAD	North America	Ashburn	14618	5 ms
52.87.80.149	80	FALSE	IAD	North America	Ashburn	14618	5 ms
18.193.131.26	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
54.161.62.141	80	FALSE	IAD	North America	Ashburn	14618	5 ms
3.23.238.192	80	FALSE	ORD	North America	Chicago	16509	5 ms
18.216.55.100	80	FALSE	ORD	North America	Chicago	16509	5 ms
57.182.98.178	80	FALSE	NRT	Asia Pacific	Tokyo	16509	5 ms
67.226.221.137	80	TRUE	SJC	North America	San Jose	16509	5 ms
67.226.221.134	80	TRUE	SJC	North America	San Jose	16509	5 ms
65.1.148.157	80	FALSE	BOM	Asia Pacific	Mumbai	16509	5 ms
54.176.205.20	80	TRUE	SJC	North America	San Jose	16509	5 ms
44.239.189.120	80	FALSE	PDX	North America	Portland	16509	5 ms
54.184.39.29	80	TRUE	PDX	North America	Portland	16509	5 ms
67.226.223.5	80	TRUE	LHR	Europe	London	16509	5 ms
43.204.208.173	80	FALSE	BOM	Asia Pacific	Mumbai	16509	5 ms
3.220.234.82	80	FALSE	IAD	North America	Ashburn	14618	5 ms
35.157.240.237	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
44.231.140.156	80	FALSE	PDX	North America	Portland	16509	5 ms
204.110.220.45	80	TRUE	SJC	North America	San Jose	16509	5 ms
3.101.73.167	80	TRUE	SJC	North America	San Jose	16509	5 ms
18.188.138.151	80	FALSE	ORD	North America	Chicago	16509	5 ms
35.180.38.14	80	FALSE	CDG	Europe	Paris	16509	5 ms
18.195.205.127	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
54.233.145.43	80	FALSE	GRU	South America	São Paulo	16509	5 ms
204.110.221.168	80	TRUE	YUL	North America	Montréal	16509	5 ms
204.110.220.180	80	TRUE	SJC	North America	San Jose	16509	5 ms
54.74.226.17	80	TRUE	DUB	Europe	Dublin	16509	5 ms
204.110.220.204	80	TRUE	SJC	North America	San Jose	16509	5 ms
54.219.128.169	80	TRUE	SJC	North America	San Jose	16509	5 ms
3.68.31.54	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
54.176.113.170	80	TRUE	SJC	North America	San Jose	16509	5 ms
3.18.8.87	80	FALSE	ORD	North America	Chicago	16509	5 ms
35.179.170.1	80	FALSE	LHR	Europe	London	16509	5 ms
3.238.89.189	80	FALSE	IAD	North America	Ashburn	14618	5 ms
52.33.8.219	80	FALSE	PDX	North America	Portland	16509	5 ms
3.6.136.68	80	FALSE	BOM	Asia Pacific	Mumbai	16509	5 ms
54.225.117.69	80	FALSE	IAD	North America	Ashburn	14618	5 ms
204.110.220.231	80	TRUE	SJC	North America	San Jose	16509	5 ms
52.29.224.33	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
54.161.151.0	80	FALSE	IAD	North America	Ashburn	14618	5 ms
3.67.232.136	80	FALSE	FRA	Europe	Frankfurt	16509	5 ms
54.212.93.229	80	FALSE	PDX	North America	Portland	16509	5 ms
54.218.49.228	80	TRUE	PDX	North America	Portland	16509	5 ms
51.112.97.191	80	FALSE	MRS	Europe	Marseille	16509	6 ms
204.110.221.151	80	TRUE	YUL	North America	Montréal	16509	6 ms
67.226.221.231	80	TRUE	SJC	North America	San Jose	16509	6 ms
3.69.0.8	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
67.226.221.159	80	TRUE	SJC	North America	San Jose	16509	6 ms
54.202.115.66	80	TRUE	PDX	North America	Portland	16509	6 ms
204.110.220.111	80	TRUE	SJC	North America	San Jose	16509	6 ms
67.226.222.231	80	TRUE	CMH	North America	Columbus	16509	6 ms
52.29.224.33	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
35.157.240.237	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
18.236.13.188	80	TRUE	PDX	North America	Portland	16509	6 ms
204.110.223.105	80	TRUE	ORD	North America	Chicago	16509	6 ms
3.68.62.122	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
52.22.22.40	80	FALSE	IAD	North America	Ashburn	14618	6 ms
54.163.182.65	80	FALSE	IAD	North America	Ashburn	14618	6 ms
50.18.133.190	80	TRUE	SJC	North America	San Jose	16509	6 ms
67.226.223.26	80	TRUE	LHR	Europe	London	16509	6 ms
54.213.92.168	80	FALSE	PDX	North America	Portland	16509	6 ms
54.153.59.106	80	TRUE	SJC	North America	San Jose	16509	6 ms
52.41.218.4	80	TRUE	PDX	North America	Portland	16509	6 ms
204.110.221.12	80	TRUE	YUL	North America	Montréal	16509	6 ms
3.66.115.225	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
18.185.254.189	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
52.41.218.4	80	TRUE	PDX	North America	Portland	16509	6 ms
54.233.145.43	80	FALSE	GRU	South America	São Paulo	16509	6 ms
52.91.254.230	80	FALSE	IAD	North America	Ashburn	14618	6 ms
3.218.127.188	80	FALSE	IAD	North America	Ashburn	14618	6 ms
18.196.70.197	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
67.226.223.213	80	TRUE	LHR	Europe	London	16509	6 ms
3.23.238.192	80	FALSE	ORD	North America	Chicago	16509	6 ms
3.127.55.133	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
204.110.220.236	80	TRUE	SJC	North America	San Jose	16509	6 ms
67.226.221.90	80	TRUE	SJC	North America	San Jose	16509	6 ms
204.110.220.49	80	TRUE	SJC	North America	San Jose	16509	6 ms
44.228.63.60	80	TRUE	PDX	North America	Portland	16509	6 ms
67.226.223.7	80	TRUE	LHR	Europe	London	16509	6 ms
204.110.221.214	80	TRUE	YUL	North America	Montréal	16509	6 ms
3.67.232.136	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
35.93.215.136	80	FALSE	PDX	North America	Portland	16509	6 ms
204.110.220.172	80	TRUE	SJC	North America	San Jose	16509	6 ms
18.156.209.101	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
18.192.163.223	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
67.226.221.163	80	TRUE	SJC	North America	San Jose	16509	6 ms
18.222.102.81	80	FALSE	ORD	North America	Chicago	16509	6 ms
204.110.221.100	80	TRUE	YUL	North America	Montréal	16509	6 ms
204.110.220.95	80	TRUE	SJC	North America	San Jose	16509	6 ms
35.179.170.1	80	FALSE	LHR	Europe	London	16509	6 ms
18.192.93.64	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
204.110.220.16	80	TRUE	SJC	North America	San Jose	16509	6 ms
3.144.191.4	80	FALSE	ORD	North America	Chicago	16509	6 ms
18.196.93.254	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
204.110.221.20	80	TRUE	YUL	North America	Montréal	16509	6 ms
54.241.79.250	80	TRUE	SJC	North America	San Jose	16509	6 ms
204.110.220.226	80	TRUE	SJC	North America	San Jose	16509	6 ms
54.213.241.206	80	FALSE	PDX	North America	Portland	16509	6 ms
3.68.31.54	80	FALSE	FRA	Europe	Frankfurt	16509	6 ms
204.110.220.69	80	TRUE	SJC	North America	San Jose	16509	6 ms
54.213.94.219	80	FALSE	PDX	North America	Portland	16509	6 ms
35.180.38.14	80	FALSE	CDG	Europe	Paris	16509	6 ms
3.6.136.68	80	FALSE	BOM	Asia Pacific	Mumbai	16509	6 ms
54.176.205.20	80	TRUE	SJC	North America	San Jose	16509	6 ms
54.202.115.66	80	TRUE	PDX	North America	Portland	16509	6 ms
67.226.221.142	80	TRUE	SJC	North America	San Jose	16509	6 ms
52.47.134.23	80	FALSE	CDG	Europe	Paris	16509	6 ms
3.144.191.4	80	FALSE	CMH	North America	Columbus	16509	6 ms
204.110.221.5	80	TRUE	YUL	North America	Montréal	16509	6 ms
67.226.221.158	80	TRUE	SJC	North America	San Jose	16509	6 ms
52.32.90.142	80	TRUE	PDX	North America	Portland	16509	6 ms
3.18.8.87	80	FALSE	ORD	North America	Chicago	16509	6 ms
54.177.71.208	80	FALSE	SJC	North America	San Jose	16509	6 ms
54.213.241.206	80	FALSE	PDX	North America	Portland	16509	6 ms
52.47.134.23	80	FALSE	CDG	Europe	Paris	16509	6 ms
204.110.220.250	80	TRUE	SJC	North America	San Jose	16509	6 ms
204.110.220.136	80	TRUE	SJC	North America	San Jose	16509	6 ms
204.110.220.97	80	TRUE	SJC	North America	San Jose	16509	6 ms
67.226.223.28	80	TRUE	LHR	Europe	London	16509	6 ms
51.112.97.191	80	FALSE	MRS	Europe	Marseille	16509	7 ms
35.183.163.195	80	TRUE	YUL	North America	Montréal	16509	7 ms
54.213.92.168	80	FALSE	PDX	North America	Portland	16509	7 ms
44.239.189.120	80	FALSE	PDX	North America	Portland	16509	7 ms
54.177.196.101	80	TRUE	SJC	North America	San Jose	16509	7 ms
204.110.221.33	80	TRUE	YUL	North America	Montréal	16509	7 ms
3.127.55.133	80	FALSE	FRA	Europe	Frankfurt	16509	7 ms
3.101.73.167	80	TRUE	SJC	North America	San Jose	16509	7 ms
50.112.212.129	80	FALSE	PDX	North America	Portland	16509	7 ms
204.110.220.54	80	TRUE	SJC	North America	San Jose	16509	7 ms
18.159.105.97	80	FALSE	FRA	Europe	Frankfurt	16509	7 ms
54.177.71.208	80	FALSE	SJC	North America	San Jose	16509	7 ms
44.231.140.156	80	FALSE	PDX	North America	Portland	16509	8 ms
54.203.85.46	80	TRUE	PDX	North America	Portland	16509	8 ms
54.242.209.79	80	FALSE	IAD	North America	Ashburn	14618	8 ms
54.203.85.46	80	TRUE	PDX	North America	Portland	16509	8 ms
184.169.222.179	80	TRUE	SJC	North America	San Jose	16509	8 ms
44.224.255.188	80	FALSE	PDX	North America	Portland	16509	9 ms
52.1.204.183	80	FALSE	IAD	North America	Ashburn	14618	9 ms
54.74.226.17	80	TRUE	DUB	Europe	Dublin	16509	10 ms
204.110.220.220	80	TRUE	SJC	North America	San Jose	16509	11 ms
52.32.90.142	80	TRUE	PDX	North America	Portland	16509	12 ms
204.110.221.212	80	TRUE	YUL	North America	Montréal	16509	13 ms
54.213.94.219	80	FALSE	PDX	North America	Portland	16509	13 ms
204.110.220.139	80	TRUE	SJC	North America	San Jose	16509	14 ms
44.228.63.60	80	TRUE	PDX	North America	Portland	16509	16 ms
34.237.11.95	80	FALSE	IAD	North America	Ashburn	14618	16 ms
54.149.11.131	80	TRUE	PDX	North America	Portland	16509	17 ms
67.226.223.21	80	TRUE	LHR	Europe	London	16509	26 ms
54.251.118.130	2095	FALSE	SIN	Asia Pacific	Singapore	16509	31 ms
54.254.190.97	2052	FALSE	SIN	Asia Pacific	Singapore	16509	31 ms
54.254.190.97	2096	FALSE	SIN	Asia Pacific	Singapore	16509	31 ms
52.76.182.63	2052	FALSE	SIN	Asia Pacific	Singapore	16509	32 ms
18.141.48.117	443	FALSE	SIN	Asia Pacific	Singapore	16509	32 ms
52.76.182.63	2082	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
54.254.190.97	2082	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
54.254.190.97	2086	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
52.76.182.63	2083	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
47.129.45.99	8080	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
54.254.190.97	2053	FALSE	SIN	Asia Pacific	Singapore	16509	33 ms
18.141.48.117	443	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
52.76.182.63	2087	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
52.76.182.63	2086	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
54.251.118.130	2087	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
52.76.182.63	2096	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
52.76.182.63	2053	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
52.76.182.63	2095	FALSE	SIN	Asia Pacific	Singapore	16509	34 ms
54.251.118.130	2052	FALSE	SIN	Asia Pacific	Singapore	16509	37 ms
54.251.118.130	2086	FALSE	SIN	Asia Pacific	Singapore	16509	37 ms
67.226.223.106	80	TRUE	LHR	Europe	London	16509	38 ms
54.251.118.130	2053	FALSE	SIN	Asia Pacific	Singapore	16509	38 ms
108.136.205.136	443	FALSE	SIN	Asia Pacific	Singapore	16509	47 ms
67.226.223.229	80	TRUE	LHR	Europe	London	16509	55 ms
18.167.10.179	2053	FALSE	HKG	Asia Pacific	Hong Kong	16509	57 ms
18.166.171.197	2053	FALSE	HKG	Asia Pacific	Hong Kong	16509	58 ms
18.166.234.185	2052	FALSE	HKG	Asia Pacific	Hong Kong	16509	58 ms
18.166.234.185	2052	FALSE	HKG	Asia Pacific	Hong Kong	16509	58 ms
18.166.234.185	2082	FALSE	HKG	Asia Pacific	Hong Kong	16509	58 ms
18.166.234.185	2082	FALSE	HKG	Asia Pacific	Hong Kong	16509	60 ms
18.166.234.185	2083	FALSE	HKG	Asia Pacific	Hong Kong	16509	60 ms
18.166.171.197	2096	FALSE	HKG	Asia Pacific	Hong Kong	16509	60 ms
18.166.171.197	2052	FALSE	HKG	Asia Pacific	Hong Kong	16509	62 ms
18.166.234.185	2083	FALSE	HKG	Asia Pacific	Hong Kong	16509	63 ms
18.166.234.185	2086	FALSE	HKG	Asia Pacific	Hong Kong	16509	64 ms
18.166.234.185	2087	FALSE	HKG	Asia Pacific	Hong Kong	16509	64 ms
18.162.134.60	8443	TRUE	HKG	Asia Pacific	Hong Kong	16509	67 ms
18.167.10.179	2053	TRUE	HKG	Asia Pacific	Hong Kong	16509	67 ms
18.166.234.185	2096	FALSE	HKG	Asia Pacific	Hong Kong	16509	67 ms
18.166.234.185	2096	FALSE	HKG	Asia Pacific	Hong Kong	16509	68 ms
18.166.234.185	2086	FALSE	HKG	Asia Pacific	Hong Kong	16509	69 ms
18.166.234.185	2087	FALSE	HKG	Asia Pacific	Hong Kong	16509	71 ms
3.7.167.177	2095	FALSE	BOM	Asia Pacific	Mumbai	16509	92 ms
3.7.167.177	2095	FALSE	BOM	Asia Pacific	Mumbai	16509	93 ms
3.7.167.177	2053	FALSE	BOM	Asia Pacific	Mumbai	16509	93 ms
65.0.144.242	2082	FALSE	BOM	Asia Pacific	Mumbai	16509	93 ms
3.7.167.177	2052	FALSE	BOM	Asia Pacific	Mumbai	16509	94 ms
3.111.72.70	2082	FALSE	BOM	Asia Pacific	Mumbai	16509	95 ms
13.233.5.49	443	TRUE	BOM	Asia Pacific	Mumbai	16509	95 ms
3.7.167.177	2052	FALSE	BOM	Asia Pacific	Mumbai	16509	95 ms
65.0.144.242	2087	FALSE	BOM	Asia Pacific	Mumbai	16509	95 ms
3.111.72.70	2082	FALSE	BOM	Asia Pacific	Mumbai	16509	96 ms
3.111.72.70	2083	FALSE	BOM	Asia Pacific	Mumbai	16509	96 ms
3.7.167.177	2082	FALSE	BOM	Asia Pacific	Mumbai	16509	96 ms
3.7.108.69	443	TRUE	BOM	Asia Pacific	Mumbai	16509	96 ms
3.7.108.69	443	TRUE	BOM	Asia Pacific	Mumbai	16509	96 ms
3.111.72.70	2083	FALSE	BOM	Asia Pacific	Mumbai	16509	97 ms
3.111.155.29	443	TRUE	BOM	Asia Pacific	Mumbai	16509	97 ms
18.176.35.171	2095	FALSE	NRT	Asia Pacific	Tokyo	16509	98 ms
3.7.167.177	2053	FALSE	BOM	Asia Pacific	Mumbai	16509	98 ms
54.150.160.166	2095	FALSE	NRT	Asia Pacific	Tokyo	16509	98 ms
35.78.28.183	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	98 ms
54.199.11.181	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	99 ms
54.150.160.166	2086	FALSE	NRT	Asia Pacific	Tokyo	16509	99 ms
54.150.160.166	2096	FALSE	NRT	Asia Pacific	Tokyo	16509	99 ms
54.150.195.218	80	FALSE	NRT	Asia Pacific	Tokyo	16509	99 ms
54.150.160.166	2083	FALSE	NRT	Asia Pacific	Tokyo	16509	99 ms
18.176.35.171	2083	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
35.78.28.183	2087	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
54.150.160.166	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
18.178.250.71	80	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
54.150.160.166	2087	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
13.114.59.37	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
18.176.35.171	2087	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
54.150.160.166	2053	FALSE	NRT	Asia Pacific	Tokyo	16509	100 ms
35.78.28.183	2082	FALSE	NRT	Asia Pacific	Tokyo	16509	101 ms
43.206.192.211	443	TRUE	NRT	Asia Pacific	Tokyo	16509	101 ms
54.150.160.166	2083	FALSE	NRT	Asia Pacific	Tokyo	16509	101 ms
18.176.35.171	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	101 ms
54.150.160.166	2082	FALSE	NRT	Asia Pacific	Tokyo	16509	101 ms
35.78.28.183	2086	FALSE	NRT	Asia Pacific	Tokyo	16509	101 ms
54.150.160.166	2052	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.150.160.166	2082	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.248.121.219	443	TRUE	NRT	Asia Pacific	Tokyo	16509	102 ms
18.176.35.171	2053	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
35.78.28.183	2096	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.150.160.166	2086	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.150.160.166	2095	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
57.182.98.178	443	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.150.160.166	2096	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
18.176.35.171	2096	FALSE	NRT	Asia Pacific	Tokyo	16509	102 ms
54.199.222.232	443	TRUE	NRT	Asia Pacific	Tokyo	16509	103 ms
54.150.195.218	80	FALSE	NRT	Asia Pacific	Tokyo	16509	103 ms
18.176.35.171	2082	FALSE	NRT	Asia Pacific	Tokyo	16509	104 ms
35.78.28.183	2083	FALSE	NRT	Asia Pacific	Tokyo	16509	104 ms
54.150.160.166	2087	FALSE	NRT	Asia Pacific	Tokyo	16509	104 ms
54.248.121.219	443	TRUE	NRT	Asia Pacific	Tokyo	16509	104 ms
35.78.28.183	2053	FALSE	NRT	Asia Pacific	Tokyo	16509	104 ms
52.197.230.94	443	TRUE	NRT	Asia Pacific	Tokyo	16509	105 ms
18.176.35.171	2086	FALSE	NRT	Asia Pacific	Tokyo	16509	106 ms
54.199.222.232	443	TRUE	NRT	Asia Pacific	Tokyo	16509	106 ms
35.78.28.183	2095	FALSE	NRT	Asia Pacific	Tokyo	16509	108 ms
52.197.230.94	443	TRUE	NRT	Asia Pacific	Tokyo	16509	110 ms
54.150.160.166	2053	FALSE	NRT	Asia Pacific	Tokyo	16509	110 ms
54.79.190.249	2086	FALSE	SYD	Oceania	Sydney	16509	120 ms
52.64.153.64	2053	FALSE	SYD	Oceania	Sydney	16509	120 ms
54.79.129.232	2052	FALSE	SYD	Oceania	Sydney	16509	121 ms
54.79.190.249	2087	FALSE	SYD	Oceania	Sydney	16509	121 ms
52.64.153.64	2083	FALSE	SYD	Oceania	Sydney	16509	121 ms
54.79.129.232	2096	FALSE	SYD	Oceania	Sydney	16509	121 ms
54.79.129.232	2053	FALSE	SYD	Oceania	Sydney	16509	121 ms
3.105.12.136	2087	FALSE	SYD	Oceania	Sydney	16509	121 ms
52.64.153.64	2052	FALSE	SYD	Oceania	Sydney	16509	122 ms
54.79.129.232	2086	FALSE	SYD	Oceania	Sydney	16509	122 ms
52.65.99.165	2086	FALSE	SYD	Oceania	Sydney	16509	122 ms
54.252.91.41	2086	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.24.122	2086	FALSE	SYD	Oceania	Sydney	16509	122 ms
54.79.176.136	2095	FALSE	SYD	Oceania	Sydney	16509	122 ms
13.237.94.188	2053	FALSE	SYD	Oceania	Sydney	16509	122 ms
13.237.94.188	2082	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.12.136	2052	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.65.61	2095	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.24.122	2052	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.185.150	2086	FALSE	SYD	Oceania	Sydney	16509	122 ms
3.105.185.150	2095	FALSE	SYD	Oceania	Sydney	16509	123 ms
3.105.12.136	2095	FALSE	SYD	Oceania	Sydney	16509	123 ms
54.252.91.41	2053	FALSE	SYD	Oceania	Sydney	16509	123 ms
3.105.12.136	2052	FALSE	SYD	Oceania	Sydney	16509	123 ms
52.65.52.144	2086	FALSE	SYD	Oceania	Sydney	16509	123 ms
54.79.190.249	2095	FALSE	SYD	Oceania	Sydney	16509	123 ms
54.79.129.232	2083	FALSE	SYD	Oceania	Sydney	16509	123 ms
3.105.24.122	2087	FALSE	SYD	Oceania	Sydney	16509	123 ms
3.105.12.136	2096	FALSE	SYD	Oceania	Sydney	16509	123 ms
54.79.197.209	2086	FALSE	SYD	Oceania	Sydney	16509	123 ms
