IP地址	端口	TLS	数据中心	地区	城市	ASN	网络延迟
3.123.202.92	2053	TRUE	FRA	Europe	Frankfurt	16509	218 ms
63.176.11.74	2096	TRUE	FRA	Europe	Frankfurt	16509	218 ms
34.240.158.96	2053	TRUE	DUB	Europe	Dublin	16509	218 ms
51.20.10.240	8443	TRUE	ARN	Europe	Stockholm	16509	218 ms
34.244.88.109	8080	TRUE	DUB	Europe	Dublin	16509	218 ms
54.245.180.93	443	TRUE	PDX	North America	Portland	16509	218 ms
54.183.97.111	443	TRUE	SJC	North America	San Jose	16509	219 ms
51.92.103.115	2087	FALSE	MAD	Europe	Madrid	16509	219 ms
54.148.167.46	443	TRUE	PDX	North America	Portland	16509	219 ms
51.20.10.240	2096	TRUE	ARN	Europe	Stockholm	16509	219 ms
54.212.209.7	8443	TRUE	SEA	North America	Seattle	16509	219 ms
50.112.33.254	443	TRUE	PDX	North America	Portland	16509	220 ms
18.101.87.56	2087	FALSE	MAD	Europe	Madrid	16509	220 ms
35.94.78.45	443	TRUE	SEA	North America	Seattle	16509	220 ms
35.81.207.167	443	TRUE	PDX	North America	Portland	16509	220 ms
18.101.242.202	2096	FALSE	MAD	Europe	Madrid	16509	220 ms
54.187.212.113	8443	TRUE	PDX	North America	Portland	16509	220 ms
35.83.185.225	443	TRUE	PDX	North America	Portland	16509	220 ms
213.170.157.1	443	TRUE	PDX	North America	Portland	16509	220 ms
51.20.207.0	443	TRUE	ARN	Europe	Stockholm	16509	220 ms
35.95.237.8	443	TRUE	PDX	North America	Portland	16509	220 ms
51.20.10.240	2087	TRUE	ARN	Europe	Stockholm	16509	221 ms
52.89.97.12	443	TRUE	PDX	North America	Portland	16509	221 ms
52.24.15.209	443	TRUE	PDX	North America	Portland	16509	221 ms
18.101.118.37	2086	FALSE	MAD	Europe	Madrid	16509	221 ms
51.92.10.146	2087	FALSE	MAD	Europe	Madrid	16509	221 ms
51.20.184.1	2096	TRUE	ARN	Europe	Stockholm	16509	221 ms
51.21.48.77	443	TRUE	ARN	Europe	Stockholm	16509	221 ms
51.20.184.1	2096	TRUE	ARN	Europe	Stockholm	16509	221 ms
54.190.156.147	8443	TRUE	SEA	North America	Seattle	16509	221 ms
51.92.103.115	2082	FALSE	MAD	Europe	Madrid	16509	221 ms
51.20.161.26	443	TRUE	ARN	Europe	Stockholm	16509	222 ms
18.101.242.202	2086	FALSE	MAD	Europe	Madrid	16509	222 ms
51.21.48.77	443	TRUE	ARN	Europe	Stockholm	16509	222 ms
51.20.161.26	443	TRUE	ARN	Europe	Stockholm	16509	222 ms
35.86.90.184	8080	TRUE	PDX	North America	Portland	16509	222 ms
51.20.99.157	443	TRUE	CPH	Europe	Copenhagen	16509	222 ms
51.92.103.115	2086	FALSE	MAD	Europe	Madrid	16509	222 ms
51.20.238.138	8080	TRUE	ARN	Europe	Stockholm	16509	222 ms
52.10.78.7	443	TRUE	PDX	North America	Portland	16509	222 ms
51.92.70.133	2082	FALSE	MAD	Europe	Madrid	16509	222 ms
51.20.121.201	443	TRUE	ARN	Europe	Stockholm	16509	222 ms
18.101.87.56	2052	FALSE	MAD	Europe	Madrid	16509	222 ms
51.92.103.115	2082	FALSE	MAD	Europe	Madrid	16509	222 ms
51.92.10.146	2052	FALSE	MAD	Europe	Madrid	16509	222 ms
18.101.118.37	2052	FALSE	MAD	Europe	Madrid	16509	222 ms
51.92.103.115	2083	FALSE	MAD	Europe	Madrid	16509	223 ms
51.92.103.115	2087	FALSE	MAD	Europe	Madrid	16509	223 ms
18.101.87.56	2082	FALSE	MAD	Europe	Madrid	16509	223 ms
51.20.10.240	2087	TRUE	ARN	Europe	Stockholm	16509	223 ms
51.92.10.146	2086	FALSE	MAD	Europe	Madrid	16509	223 ms
51.92.53.152	2095	FALSE	MAD	Europe	Madrid	16509	224 ms
51.92.10.146	2086	FALSE	MAD	Europe	Madrid	16509	224 ms
51.20.10.240	2096	TRUE	ARN	Europe	Stockholm	16509	224 ms
51.92.103.115	2095	FALSE	MAD	Europe	Madrid	16509	224 ms
51.92.10.146	2083	FALSE	MAD	Europe	Madrid	16509	224 ms
51.92.70.133	2082	FALSE	MAD	Europe	Madrid	16509	224 ms
18.101.118.37	2095	FALSE	MAD	Europe	Madrid	16509	224 ms
54.203.85.46	443	TRUE	PDX	North America	Portland	16509	224 ms
51.92.78.246	2087	FALSE	MAD	Europe	Madrid	16509	224 ms
51.92.70.133	2095	FALSE	MAD	Europe	Madrid	16509	224 ms
51.92.53.152	2095	FALSE	MAD	Europe	Madrid	16509	225 ms
54.148.167.46	443	TRUE	PDX	North America	Portland	16509	225 ms
51.92.103.115	2052	FALSE	MAD	Europe	Madrid	16509	225 ms
51.92.103.115	2095	FALSE	MAD	Europe	Madrid	16509	226 ms
18.101.118.37	2096	FALSE	MAD	Europe	Madrid	16509	226 ms
51.92.10.146	2095	FALSE	MAD	Europe	Madrid	16509	226 ms
51.92.103.115	2086	FALSE	MAD	Europe	Madrid	16509	226 ms
51.92.103.115	2096	FALSE	MAD	Europe	Madrid	16509	226 ms
51.92.10.146	2053	FALSE	MAD	Europe	Madrid	16509	226 ms
51.92.10.146	2096	FALSE	MAD	Europe	Madrid	16509	226 ms
51.20.99.157	443	TRUE	CPH	Europe	Copenhagen	16509	227 ms
18.101.242.202	2095	FALSE	MAD	Europe	Madrid	16509	227 ms
35.93.180.121	8443	TRUE	SEA	North America	Seattle	16509	227 ms
51.92.103.115	2053	FALSE	MAD	Europe	Madrid	16509	227 ms
51.20.207.0	443	TRUE	ARN	Europe	Stockholm	16509	227 ms
51.92.103.115	2083	FALSE	MAD	Europe	Madrid	16509	227 ms
18.101.87.56	2053	FALSE	MAD	Europe	Madrid	16509	227 ms
18.101.242.202	2053	FALSE	MAD	Europe	Madrid	16509	227 ms
51.92.70.133	2095	FALSE	MAD	Europe	Madrid	16509	228 ms
51.92.10.146	2087	FALSE	MAD	Europe	Madrid	16509	228 ms
51.92.103.115	2052	FALSE	MAD	Europe	Madrid	16509	228 ms
51.92.10.146	2053	FALSE	MAD	Europe	Madrid	16509	228 ms
51.92.10.146	2095	FALSE	MAD	Europe	Madrid	16509	228 ms
18.101.242.202	2052	FALSE	MAD	Europe	Madrid	16509	229 ms
51.92.70.133	2087	FALSE	MAD	Europe	Madrid	16509	229 ms
51.92.103.115	2053	FALSE	MAD	Europe	Madrid	16509	230 ms
51.92.78.246	2087	FALSE	MAD	Europe	Madrid	16509	230 ms
51.92.103.115	2096	FALSE	MAD	Europe	Madrid	16509	230 ms
51.92.70.133	2087	FALSE	MAD	Europe	Madrid	16509	232 ms
51.92.10.146	2052	FALSE	MAD	Europe	Madrid	16509	232 ms
51.92.10.146	2096	FALSE	MAD	Europe	Madrid	16509	232 ms
18.153.49.248	8443	TRUE	FRA	Europe	Frankfurt	16509	236 ms
18.218.172.40	443	TRUE	CMH	North America	Columbus	16509	256 ms
18.216.37.246	443	TRUE	CMH	North America	Columbus	16509	256 ms
54.166.213.213	8443	TRUE	IAD	North America	Ashburn	14618	258 ms
52.20.152.104	443	TRUE	IAD	North America	Ashburn	14618	261 ms
50.19.193.95	443	TRUE	IAD	North America	Ashburn	14618	261 ms
54.166.213.213	2053	TRUE	IAD	North America	Ashburn	14618	262 ms
18.216.55.100	443	TRUE	CMH	North America	Columbus	16509	263 ms
3.19.62.141	443	TRUE	CMH	North America	Columbus	16509	263 ms
18.217.135.126	8443	TRUE	ORD	North America	Chicago	16509	264 ms
54.210.128.49	443	TRUE	IAD	North America	Ashburn	14618	264 ms
3.138.59.154	443	TRUE	ORD	North America	Chicago	16509	264 ms
3.18.196.26	443	TRUE	IAD	North America	Ashburn	16509	264 ms
54.209.243.95	443	TRUE	IAD	North America	Ashburn	14618	265 ms
3.16.25.164	443	TRUE	CMH	North America	Columbus	16509	265 ms
3.16.67.178	8443	TRUE	ORD	North America	Chicago	16509	265 ms
34.194.41.221	80	FALSE	IAD	North America	Ashburn	14618	265 ms
3.16.55.231	443	TRUE	CMH	North America	Columbus	16509	265 ms
3.16.55.231	443	TRUE	CMH	North America	Columbus	16509	265 ms
3.16.25.164	443	TRUE	CMH	North America	Columbus	16509	266 ms
3.141.5.220	443	TRUE	CMH	North America	Columbus	16509	266 ms
3.137.194.247	443	TRUE	CMH	North America	Columbus	16509	266 ms
34.201.36.247	80	FALSE	IAD	North America	Ashburn	14618	266 ms
3.142.130.175	8443	TRUE	IAD	North America	Ashburn	16509	266 ms
3.18.196.26	443	TRUE	CMH	North America	Columbus	16509	266 ms
3.15.162.101	443	TRUE	CMH	North America	Columbus	16509	267 ms
34.194.76.43	443	TRUE	IAD	North America	Ashburn	14618	267 ms
3.18.8.87	443	FALSE	ORD	North America	Chicago	16509	268 ms
3.138.125.3	8443	TRUE	IAD	North America	Ashburn	16509	268 ms
3.14.150.173	443	TRUE	CMH	North America	Columbus	16509	269 ms
3.14.150.173	443	TRUE	CMH	North America	Columbus	16509	269 ms
3.140.254.135	443	TRUE	CMH	North America	Columbus	16509	269 ms
3.141.5.220	443	TRUE	CMH	North America	Columbus	16509	269 ms
3.18.8.87	443	FALSE	ORD	North America	Chicago	16509	269 ms
3.137.194.247	443	TRUE	CMH	North America	Columbus	16509	270 ms
35.183.163.195	443	TRUE	YUL	North America	Montréal	16509	270 ms
34.193.164.187	443	TRUE	IAD	North America	Ashburn	14618	270 ms
3.15.162.101	443	TRUE	CMH	North America	Columbus	16509	270 ms
3.15.147.151	2083	TRUE	IAD	North America	Ashburn	16509	270 ms
52.14.17.58	443	TRUE	CMH	North America	Columbus	16509	270 ms
3.142.130.175	8443	TRUE	ORD	North America	Chicago	16509	271 ms
3.138.59.154	443	TRUE	ORD	North America	Chicago	16509	271 ms
44.193.200.205	443	TRUE	IAD	North America	Ashburn	14618	271 ms
98.82.153.6	2096	TRUE	IAD	North America	Ashburn	14618	273 ms
54.208.96.155	443	TRUE	IAD	North America	Ashburn	14618	273 ms
3.16.67.178	8443	TRUE	ORD	North America	Chicago	16509	273 ms
44.202.3.237	443	TRUE	IAD	North America	Ashburn	14618	273 ms
3.99.140.50	443	TRUE	YUL	North America	Montréal	16509	273 ms
44.198.0.228	80	FALSE	IAD	North America	Ashburn	14618	273 ms
35.183.163.195	443	TRUE	YUL	North America	Montréal	16509	273 ms
3.93.39.89	443	TRUE	IAD	North America	Ashburn	14618	273 ms
34.227.133.207	443	TRUE	IAD	North America	Ashburn	14618	273 ms
98.82.128.1	443	TRUE	IAD	North America	Ashburn	14618	274 ms
44.209.255.249	443	TRUE	IAD	North America	Ashburn	14618	274 ms
3.214.164.221	443	TRUE	IAD	North America	Ashburn	14618	274 ms
52.14.17.58	443	TRUE	CMH	North America	Columbus	16509	274 ms
3.99.192.219	443	TRUE	EWR	North America	Newark	16509	274 ms
98.84.107.126	2083	TRUE	IAD	North America	Ashburn	14618	275 ms
54.234.62.15	443	TRUE	IAD	North America	Ashburn	14618	275 ms
54.167.43.59	443	TRUE	IAD	North America	Ashburn	14618	275 ms
50.17.156.116	443	TRUE	IAD	North America	Ashburn	14618	275 ms
3.88.110.210	8443	TRUE	IAD	North America	Ashburn	14618	275 ms
98.83.34.97	443	TRUE	IAD	North America	Ashburn	14618	275 ms
44.201.27.243	8443	TRUE	IAD	North America	Ashburn	14618	275 ms
52.91.81.62	443	TRUE	IAD	North America	Ashburn	14618	275 ms
44.217.235.114	8443	TRUE	IAD	North America	Ashburn	14618	275 ms
34.225.195.136	443	TRUE	IAD	North America	Ashburn	14618	275 ms
54.236.212.166	8443	TRUE	IAD	North America	Ashburn	14618	276 ms
98.82.132.72	443	TRUE	IAD	North America	Ashburn	14618	276 ms
3.138.125.3	8443	TRUE	IAD	North America	Ashburn	16509	276 ms
23.20.107.131	443	TRUE	IAD	North America	Ashburn	14618	276 ms
44.209.27.139	8443	TRUE	IAD	North America	Ashburn	14618	276 ms
3.239.16.253	443	TRUE	IAD	North America	Ashburn	14618	276 ms
3.99.192.219	443	TRUE	EWR	North America	Newark	16509	276 ms
3.238.101.3	443	TRUE	IAD	North America	Ashburn	14618	277 ms
3.215.143.191	443	TRUE	IAD	North America	Ashburn	14618	277 ms
3.88.110.210	2053	TRUE	IAD	North America	Ashburn	14618	278 ms
35.171.204.134	443	TRUE	IAD	North America	Ashburn	14618	278 ms
52.55.146.127	443	TRUE	IAD	North America	Ashburn	14618	278 ms
98.80.127.13	443	TRUE	IAD	North America	Ashburn	14618	278 ms
3.99.106.179	443	TRUE	YUL	North America	Montréal	16509	278 ms
44.222.79.38	443	TRUE	IAD	North America	Ashburn	14618	279 ms
3.15.147.151	2083	TRUE	IAD	North America	Ashburn	16509	279 ms
98.83.41.135	443	TRUE	IAD	North America	Ashburn	14618	279 ms
35.182.7.190	443	TRUE	YUL	North America	Montréal	16509	279 ms
98.84.107.126	2096	TRUE	IAD	North America	Ashburn	14618	279 ms
3.230.207.59	8443	TRUE	IAD	North America	Ashburn	14618	279 ms
98.82.129.211	443	TRUE	IAD	North America	Ashburn	14618	280 ms
3.96.246.140	2086	FALSE	YUL	North America	Montréal	16509	280 ms
44.215.13.71	80	FALSE	IAD	North America	Ashburn	14618	280 ms
3.97.1.47	2095	FALSE	YUL	North America	Montréal	16509	280 ms
3.140.254.135	443	TRUE	CMH	North America	Columbus	16509	280 ms
3.96.246.140	2083	FALSE	YUL	North America	Montréal	16509	281 ms
3.148.30.111	443	TRUE	CMH	North America	Columbus	16509	281 ms
3.230.207.59	2087	TRUE	IAD	North America	Ashburn	14618	281 ms
44.199.205.33	443	TRUE	IAD	North America	Ashburn	14618	281 ms
3.239.62.88	443	TRUE	IAD	North America	Ashburn	14618	281 ms
98.82.119.72	443	TRUE	IAD	North America	Ashburn	14618	281 ms
18.226.96.89	8443	TRUE	ORD	North America	Chicago	16509	281 ms
44.217.235.114	2053	TRUE	IAD	North America	Ashburn	14618	281 ms
98.82.141.113	443	TRUE	IAD	North America	Ashburn	14618	281 ms
35.171.140.167	443	TRUE	IAD	North America	Ashburn	14618	281 ms
98.81.21.192	443	TRUE	IAD	North America	Ashburn	14618	282 ms
204.110.221.212	443	TRUE	YUL	North America	Montréal	16509	282 ms
98.84.23.177	443	TRUE	IAD	North America	Ashburn	14618	282 ms
35.172.199.187	443	TRUE	IAD	North America	Ashburn	14618	282 ms
204.110.221.193	443	TRUE	YUL	North America	Montréal	16509	282 ms
3.22.208.28	443	TRUE	CMH	North America	Columbus	16509	282 ms
3.218.234.33	443	TRUE	IAD	North America	Ashburn	14618	282 ms
204.110.221.218	443	TRUE	YUL	North America	Montréal	16509	282 ms
3.145.159.216	443	TRUE	CMH	North America	Columbus	16509	283 ms
3.86.231.180	443	TRUE	IAD	North America	Ashburn	14618	283 ms
3.82.153.90	443	TRUE	IAD	North America	Ashburn	14618	283 ms
3.96.246.140	2087	FALSE	YUL	North America	Montréal	16509	283 ms
3.96.246.140	2083	FALSE	YUL	North America	Montréal	16509	283 ms
54.236.212.166	2053	TRUE	IAD	North America	Ashburn	14618	283 ms
3.96.246.140	2096	FALSE	YUL	North America	Montréal	16509	283 ms
3.97.1.47	2095	FALSE	YUL	North America	Montréal	16509	283 ms
3.97.1.47	2096	FALSE	YUL	North America	Montréal	16509	283 ms
3.96.246.140	2082	FALSE	YUL	North America	Montréal	16509	283 ms
34.230.210.239	443	TRUE	IAD	North America	Ashburn	14618	283 ms
3.96.246.140	2053	FALSE	YUL	North America	Montréal	16509	283 ms
3.129.183.128	443	TRUE	CMH	North America	Columbus	16509	283 ms
3.96.246.140	2052	FALSE	YUL	North America	Montréal	16509	284 ms
98.84.19.176	443	TRUE	IAD	North America	Ashburn	14618	284 ms
3.97.1.47	2052	FALSE	YUL	North America	Montréal	16509	284 ms
3.145.55.184	8443	TRUE	ORD	North America	Chicago	16509	284 ms
3.96.246.140	2053	FALSE	YUL	North America	Montréal	16509	284 ms
34.234.8.26	443	TRUE	IAD	North America	Ashburn	14618	284 ms
3.129.87.244	443	TRUE	CMH	North America	Columbus	16509	284 ms
3.145.159.216	443	TRUE	CMH	North America	Columbus	16509	284 ms
18.222.132.46	443	TRUE	CMH	North America	Columbus	16509	284 ms
3.145.122.144	443	TRUE	CMH	North America	Columbus	16509	284 ms
52.4.8.214	443	TRUE	IAD	North America	Ashburn	14618	284 ms
3.23.175.7	2096	TRUE	ORD	North America	Chicago	16509	285 ms
44.199.166.74	80	FALSE	IAD	North America	Ashburn	14618	285 ms
3.146.65.122	2083	TRUE	IAD	North America	Ashburn	16509	285 ms
44.223.16.207	80	FALSE	IAD	North America	Ashburn	14618	285 ms
3.144.182.216	443	TRUE	CMH	North America	Columbus	16509	285 ms
3.129.27.14	443	TRUE	CMH	North America	Columbus	16509	285 ms
3.146.65.122	2083	TRUE	IAD	North America	Ashburn	16509	285 ms
3.21.97.230	8443	TRUE	ORD	North America	Chicago	16509	285 ms
3.98.73.243	443	TRUE	YUL	North America	Montréal	16509	285 ms
3.128.90.254	443	TRUE	CMH	North America	Columbus	16509	285 ms
18.188.202.165	443	TRUE	CMH	North America	Columbus	16509	285 ms
54.224.42.142	8443	TRUE	IAD	North America	Ashburn	14618	286 ms
3.97.1.47	2082	FALSE	YUL	North America	Montréal	16509	286 ms
3.96.246.140	2082	FALSE	YUL	North America	Montréal	16509	286 ms
23.20.48.68	80	FALSE	IAD	North America	Ashburn	14618	286 ms
18.222.145.58	443	TRUE	ORD	North America	Chicago	16509	286 ms
3.86.85.68	443	TRUE	IAD	North America	Ashburn	14618	286 ms
3.97.1.47	2086	FALSE	YUL	North America	Montréal	16509	286 ms
18.189.94.250	443	TRUE	ORD	North America	Chicago	16509	287 ms
3.97.1.47	2083	FALSE	YUL	North America	Montréal	16509	287 ms
204.110.223.104	443	TRUE	ORD	North America	Chicago	16509	287 ms
3.132.116.250	443	TRUE	CMH	North America	Columbus	16509	287 ms
3.230.207.59	2095	TRUE	IAD	North America	Ashburn	14618	287 ms
3.97.1.47	2087	FALSE	YUL	North America	Montréal	16509	287 ms
204.110.223.140	443	TRUE	CMH	North America	Columbus	16509	287 ms
54.172.226.111	8443	TRUE	IAD	North America	Ashburn	14618	288 ms
3.22.241.99	443	TRUE	ORD	North America	Chicago	16509	288 ms
3.147.7.6	8443	TRUE	ORD	North America	Chicago	16509	288 ms
3.97.1.47	2053	FALSE	YUL	North America	Montréal	16509	288 ms
3.239.250.136	443	TRUE	IAD	North America	Ashburn	14618	288 ms
3.144.191.4	443	TRUE	ORD	North America	Chicago	16509	288 ms
3.96.246.140	2096	FALSE	YUL	North America	Montréal	16509	289 ms
3.144.248.218	8443	TRUE	IAD	North America	Ashburn	16509	289 ms
3.96.221.73	443	FALSE	YUL	North America	Montréal	16509	289 ms
3.23.175.7	2096	TRUE	ORD	North America	Chicago	16509	289 ms
3.144.182.216	443	TRUE	CMH	North America	Columbus	16509	289 ms
3.97.1.47	2053	FALSE	YUL	North America	Montréal	16509	289 ms
3.145.134.61	443	TRUE	CMH	North America	Columbus	16509	290 ms
3.97.1.47	2096	FALSE	YUL	North America	Montréal	16509	290 ms
204.110.223.71	443	TRUE	ORD	North America	Chicago	16509	290 ms
3.97.1.47	2082	FALSE	YUL	North America	Montréal	16509	290 ms
3.96.246.140	2052	FALSE	YUL	North America	Montréal	16509	290 ms
3.96.246.140	2087	FALSE	YUL	North America	Montréal	16509	290 ms
3.99.106.179	443	TRUE	YUL	North America	Montréal	16509	291 ms
3.128.90.254	443	TRUE	CMH	North America	Columbus	16509	291 ms
3.147.73.220	443	TRUE	ORD	North America	Chicago	16509	291 ms
204.110.221.78	443	TRUE	YUL	North America	Montréal	16509	291 ms
3.97.1.47	2087	FALSE	YUL	North America	Montréal	16509	291 ms
3.96.246.140	2095	FALSE	YUL	North America	Montréal	16509	291 ms
204.110.221.183	443	TRUE	YUL	North America	Montréal	16509	291 ms
3.147.7.6	8443	TRUE	IAD	North America	Ashburn	16509	291 ms
3.96.246.140	2095	FALSE	YUL	North America	Montréal	16509	291 ms
204.110.223.26	443	TRUE	ORD	North America	Chicago	16509	291 ms
18.221.62.72	8443	TRUE	IAD	North America	Ashburn	16509	292 ms
204.110.221.172	443	TRUE	YUL	North America	Montréal	16509	292 ms
3.96.221.73	443	FALSE	YUL	North America	Montréal	16509	292 ms
3.128.90.241	443	TRUE	CMH	North America	Columbus	16509	292 ms
3.97.1.47	2083	FALSE	YUL	North America	Montréal	16509	292 ms
18.188.213.141	443	TRUE	CMH	North America	Columbus	16509	292 ms
3.129.27.14	443	TRUE	ORD	North America	Chicago	16509	292 ms
3.22.208.28	443	TRUE	CMH	North America	Columbus	16509	292 ms
3.147.73.220	443	TRUE	ORD	North America	Chicago	16509	292 ms
3.144.248.218	8443	TRUE	ORD	North America	Chicago	16509	292 ms
3.99.140.50	443	TRUE	YUL	North America	Montréal	16509	293 ms
3.132.116.250	443	TRUE	CMH	North America	Columbus	16509	293 ms
3.145.134.61	443	TRUE	CMH	North America	Columbus	16509	293 ms
204.110.223.27	443	TRUE	ORD	North America	Chicago	16509	293 ms
18.188.90.219	443	TRUE	IAD	North America	Ashburn	16509	294 ms
3.128.253.42	2053	TRUE	ORD	North America	Chicago	16509	294 ms
3.145.122.144	443	TRUE	CMH	North America	Columbus	16509	294 ms
18.119.125.252	8443	TRUE	IAD	North America	Ashburn	16509	294 ms
3.144.191.4	443	TRUE	CMH	North America	Columbus	16509	294 ms
204.110.223.224	443	TRUE	CMH	North America	Columbus	16509	294 ms
18.191.122.211	443	TRUE	ORD	North America	Chicago	16509	295 ms
3.98.73.243	443	TRUE	YUL	North America	Montréal	16509	295 ms
204.110.223.163	443	TRUE	ORD	North America	Chicago	16509	296 ms
18.188.58.86	443	TRUE	ORD	North America	Chicago	16509	296 ms
204.110.223.85	443	TRUE	ORD	North America	Chicago	16509	296 ms
3.22.241.99	443	TRUE	ORD	North America	Chicago	16509	296 ms
204.110.221.253	443	TRUE	YUL	North America	Montréal	16509	296 ms
18.220.220.234	443	TRUE	CMH	North America	Columbus	16509	296 ms
3.96.246.140	2086	FALSE	YUL	North America	Montréal	16509	297 ms
3.99.147.170	443	FALSE	YUL	North America	Montréal	16509	297 ms
204.110.221.5	443	TRUE	YUL	North America	Montréal	16509	298 ms
204.110.221.233	443	TRUE	YUL	North America	Montréal	16509	300 ms
3.145.55.184	8443	TRUE	ORD	North America	Chicago	16509	301 ms
3.148.30.111	443	TRUE	CMH	North America	Columbus	16509	301 ms
204.110.221.12	443	TRUE	YUL	North America	Montréal	16509	303 ms
3.129.87.244	443	TRUE	CMH	North America	Columbus	16509	305 ms
3.99.147.170	443	FALSE	YUL	North America	Montréal	16509	305 ms
204.110.221.133	443	TRUE	YUL	North America	Montréal	16509	305 ms
98.84.16.253	443	TRUE	IAD	North America	Ashburn	14618	307 ms
3.29.102.89	443	TRUE	MRS	Europe	Marseille	16509	310 ms
3.29.102.89	443	TRUE	MRS	Europe	Marseille	16509	312 ms
3.28.122.71	443	TRUE	MXP	Europe	Milan	16509	312 ms
13.246.85.121	2082	FALSE	JNB	Africa	Johannesburg	16509	338 ms
18.230.13.193	2082	FALSE	GRU	South America	São Paulo	16509	368 ms
18.230.13.193	2052	FALSE	GRU	South America	São Paulo	16509	369 ms
18.230.13.193	2096	FALSE	GRU	South America	São Paulo	16509	370 ms
54.207.253.122	2095	FALSE	GRU	South America	São Paulo	16509	370 ms
18.229.18.106	2095	FALSE	GRU	South America	São Paulo	16509	371 ms
18.230.13.193	2095	FALSE	GRU	South America	São Paulo	16509	371 ms
54.207.253.122	2087	FALSE	GRU	South America	São Paulo	16509	372 ms
18.229.18.106	2096	FALSE	GRU	South America	São Paulo	16509	373 ms
54.94.181.99	2087	FALSE	GRU	South America	São Paulo	16509	373 ms
18.229.18.106	2052	FALSE	GRU	South America	São Paulo	16509	373 ms
54.207.253.122	2083	FALSE	GRU	South America	São Paulo	16509	375 ms
18.230.13.193	2087	FALSE	GRU	South America	São Paulo	16509	375 ms
54.207.253.122	2083	FALSE	GRU	South America	São Paulo	16509	375 ms
18.230.13.193	2083	FALSE	GRU	South America	São Paulo	16509	376 ms
18.230.13.193	2053	FALSE	GRU	South America	São Paulo	16509	377 ms
18.229.18.106	2053	FALSE	GRU	South America	São Paulo	16509	378 ms
18.229.18.106	2086	FALSE	GRU	South America	São Paulo	16509	378 ms
18.230.13.193	2086	FALSE	GRU	South America	São Paulo	16509	378 ms
18.229.18.106	2082	FALSE	GRU	South America	São Paulo	16509	379 ms
18.229.18.106	2083	FALSE	GRU	South America	São Paulo	16509	380 ms
54.94.181.99	2087	FALSE	GRU	South America	São Paulo	16509	381 ms
18.229.18.106	2087	FALSE	GRU	South America	São Paulo	16509	382 ms
54.207.253.122	2087	FALSE	GRU	South America	São Paulo	16509	386 ms
54.207.253.122	2095	FALSE	GRU	South America	São Paulo	16509	390 ms
